"id_s!","family_s*","family_short_s","gradeband_s*","category_s","desc_t","band","code"
"5.W.7","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.","5",
"5.W.8","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.","5",
"5.W.9","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Draw evidence from literary or informational texts to support analysis, reflection, and research.","5",
"5.W.9.a","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Apply grade 5 Reading standards to literature (e.g., “Compare and contrast two or more characters, settings, or events in a story or a drama, drawing on specific details in the text [e.g., how characters interact]”).","5",
"5.W.9.b","Common Core English Language Arts Standards","CC ELA","3-5","Writing","Apply grade 5 Reading standards to informational texts (e.g., “Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point[s]”).","5",
"6-8.RH.1","Common Core English Language Arts Standards","CC ELA","6-8","Reading History/Social Studies","Cite specific textual evidence to support analysis of primary and secondary sources.","6-8",
"6-8.RH.10","Common Core English Language Arts Standards","CC ELA","6-8","Reading History/Social Studies","By the end of grade 8, read and comprehend history/social studies texts in the grades 6–8 text complexity band independently and proficiently.","6-8",
"6-8.RH.2","Common Core English Language Arts Standards","CC ELA","6-8","Reading History/Social Studies","Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.","6-8",
"6-8.RH.3","Common Core English Language Arts Standards","CC ELA","6-8","Reading History/Social Studies","Identify key steps in a text’s description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered).","6-8",
"6-8.RH.4","Common Core English Language Arts Standards","CC ELA","6-8","Reading History/Social Studies","Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies.","6-8",
"6-8.RH.5","Common Core English Language Arts Standards","CC ELA","6-8","Reading History/Social Studies","Describe how a text presents information (e.g., sequentially, comparatively, causally).","6-8",
"6-8.RH.6","Common Core English Language Arts Standards","CC ELA","6-8","Reading History/Social Studies","Identify aspects of a text that reveal an author’s point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts).","6-8",
"6-8.RH.7","Common Core English Language Arts Standards","CC ELA","6-8","Reading History/Social Studies","Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts.","6-8",
"6-8.RH.8","Common Core English Language Arts Standards","CC ELA","6-8","Reading History/Social Studies","Distinguish among fact, opinion, and reasoned judgment in a text.","6-8",
"6-8.RH.9","Common Core English Language Arts Standards","CC ELA","6-8","Reading History/Social Studies","Analyze the relationship between a primary and secondary source on the same topic.","6-8",
"6-8.RST.1","Common Core English Language Arts Standards","CC ELA","6-8","Reading Science/Technical","Cite specific textual evidence to support analysis of science and technical texts.","6-8",
"6-8.RST.10","Common Core English Language Arts Standards","CC ELA","6-8","Reading Science/Technical","By the end of grade 8, read and comprehend science/technical texts in the grades 6–8 text complexity band independently and proficiently.","6-8",
"6-8.RST.2","Common Core English Language Arts Standards","CC ELA","6-8","Reading Science/Technical","Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.","6-8",
"6-8.RST.3","Common Core English Language Arts Standards","CC ELA","6-8","Reading Science/Technical","Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks.","6-8",
"6-8.RST.4","Common Core English Language Arts Standards","CC ELA","6-8","Reading Science/Technical","Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6–8 texts and topics.","6-8",
"6-8.RST.5","Common Core English Language Arts Standards","CC ELA","6-8","Reading Science/Technical","Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic.","6-8",
"6-8.RST.6","Common Core English Language Arts Standards","CC ELA","6-8","Reading Science/Technical","Analyze the author’s purpose in providing an explanation, describing a procedure, or discussing an experiment in a text.","6-8",
"6-8.RST.7","Common Core English Language Arts Standards","CC ELA","6-8","Reading Science/Technical","Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).","6-8",
"6-8.RST.8","Common Core English Language Arts Standards","CC ELA","6-8","Reading Science/Technical","Distinguish among facts, reasoned judgment based on research findings, and speculation in a text.","6-8",
"6-8.RST.9","Common Core English Language Arts Standards","CC ELA","6-8","Reading Science/Technical","Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.","6-8",
"6-8.WHST.1","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Write arguments focused on discipline-specific content.","6-8",
"6-8.WHST.1.a","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.","6-8",
"6-8.WHST.1.b","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.","6-8",
"6-8.WHST.1.c","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.","6-8",
"6-8.WHST.1.d","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Establish and maintain a formal style.","6-8",
"6-8.WHST.1.e","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Provide a concluding statement or section that follows from and supports the argument presented.","6-8",
"6-8.WHST.10","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.","6-8",
"6-8.WHST.2","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.","6-8",
"6-8.WHST.2.a","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.","6-8",
"6-8.WHST.2.b","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.","6-8",
"6-8.WHST.2.c","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.","6-8",
"6-8.WHST.2.d","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Use precise language and domain-specific vocabulary to inform about or explain the topic.","6-8",
"6-8.WHST.2.e","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Establish and maintain a formal style and objective tone.","6-8",
"6-8.WHST.2.f","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Provide a concluding statement or section that follows from and supports the information or explanation presented.","6-8",
"6-8.WHST.3","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","(See note; not applicable as a separate requirement)","6-8",
"6-8.WHST.4","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.","6-8",
"6-8.WHST.5","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.","6-8",
"6-8.WHST.6","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently.","6-8",
"6-8.WHST.7","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.","6-8",
"6-8.WHST.8","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.","6-8",
"6-8.WHST.9","Common Core English Language Arts Standards","CC ELA","6-8","Writing HS/S/T","Draw evidence from informational texts to support analysis reflection, and research.","6-8",
"6.L.1","Common Core English Language Arts Standards","CC ELA","6-8","Language","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","6",
"6.L.2","Common Core English Language Arts Standards","CC ELA","6-8","Language","Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.","6",
"6.L.3","Common Core English Language Arts Standards","CC ELA","6-8","Language","Use knowledge of language and its conventions when writing, speaking, reading, or listening.","6",
"6.L.4","Common Core English Language Arts Standards","CC ELA","6-8","Language","Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 6 reading and content, choosing flexibly from a range of strategies.","6",
"6.L.5","Common Core English Language Arts Standards","CC ELA","6-8","Language","Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.","6",
"6.L.6","Common Core English Language Arts Standards","CC ELA","6-8","Language","Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.","6",
"6.RI.1","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.","6",
"6.RI.10","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","By the end of the year, read and comprehend literary nonfiction in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.","6",
"6.RI.2","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Determine a central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.","6",
"6.RI.3","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Analyze in detail how a key individual, event, or idea is introduced, illustrated, and elaborated in a text (e.g., through examples or anecdotes).","6",
"6.RI.4","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings.","6",
"6.RI.5","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Analyze how a particular sentence, paragraph, chapter, or section fits into the overall structure of a text and contributes to the development of the ideas.","6",
"6.RI.6","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Determine an author’s point of view or purpose in a text and explain how it is conveyed in the text.","6",
"6.RI.7","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Integrate information presented in different media or formats (e.g., visually, quantitatively) as well as in words to develop a coherent understanding of a topic or issue.","6",
"6.RI.8","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not.","6",
"6.RI.9","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Compare and contrast one author’s presentation of events with that of another (e.g., a memoir written by and a biography on the same person).","6",
"6.RL.1","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.","6",
"6.RL.10","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.","6",
"6.RL.2","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Determine a theme or central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.","6",
"6.RL.3","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Describe how a particular story’s or drama’s plot unfolds in a series of episodes as well as how the characters respond or change as the plot moves toward a resolution.","6",
"6.RL.4","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of a specific word choice on meaning and tone.","6",
"6.RL.5","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Analyze how a particular sentence, chapter, scene, or stanza fits into the overall structure of a text and contributes to the development of the theme, setting, or plot.","6",
"6.RL.6","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Explain how an author develops the point of view of the narrator or speaker in a text.","6",
"6.RL.7","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Compare and contrast the experience of reading a story, drama, or poem to listening to or viewing an audio, video, or live version of the text, including contrasting what they “see” and “hear” when reading the text to what they perceive when they listen or watch.","6",
"6.RL.8","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","(Not applicable to literature)","6",
"6.RL.9","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Compare and contrast texts in different forms or genres (e.g., stories and poems; historical novels and fantasy stories) in terms of their approaches to similar themes and topics.","6",
"6.SL.1","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 6 topics, texts, and issues, building on others’ ideas and expressing their own clearly.","6",
"6.SL.1.a","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Come to discussions prepared, having read or studied required material; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.","6",
"6.SL.1.b","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Follow rules for collegial discussions, set specific goals and deadlines, and define individual roles as needed.","6",
"6.SL.1.c","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Pose and respond to specific questions with elaboration and detail by making comments that contribute to the topic, text, or issue under discussion.","6",
"6.SL.1.d","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Review the key ideas expressed and demonstrate understanding of multiple perspectives through reflection and paraphrasing.","6",
"6.SL.2","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Interpret information presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how it contributes to a topic, text, or issue under study.","6",
"6.SL.3","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Delineate a speaker’s argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not.","6",
"6.SL.4","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Present claims and findings, sequencing ideas logically and using pertinent descriptions, facts, and details to accentuate main ideas or themes; use appropriate eye contact, adequate volume, and clear pronunciation.","6",
"6.SL.5","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Include multimedia components (e.g., graphics, images, music, sound) and visual displays in presentations to clarify information.","6",
"6.SL.6","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate.","6",
"6.W.1","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Write arguments to support claims with clear reasons and relevant evidence.","6",
"6.W.1.a","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Introduce claim(s) and organize the reasons and evidence clearly.","6",
"6.W.1.b","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Support claim(s) with clear reasons and relevant evidence, using credible sources and demonstrating an understanding of the topic or text.","6",
"6.W.1.c","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use words, phrases, and clauses to clarify the relationships among claim(s) and reasons.","6",
"6.W.1.d","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Establish and maintain a formal style.","6",
"6.W.1.e","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Provide a concluding statement or section that follows from the argument presented.","6",
"6.W.10","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and","6",
"6.W.2","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.","6",
"6.W.2.a","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Introduce a topic; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.","6",
"6.W.2.b","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.","6",
"6.W.2.c","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use appropriate transitions to clarify the relationships among ideas and concepts.","6",
"6.W.2.d","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use precise language and domain-specific vocabulary to inform about or explain the topic.","6",
"6.W.2.e","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Establish and maintain a formal style.","6",
"6.W.2.f","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Provide a concluding statement or section that follows from the information or explanation presented.","6",
"6.W.3","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.","6",
"6.W.3.a","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.","6",
"6.W.3.b","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.","6",
"6.W.3.c","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.","6",
"6.W.3.d","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events.","6",
"6.W.3.e","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Provide a conclusion that follows from the narrated experiences or events.","6",
"6.W.4","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)","6",
"6.W.5","Common Core English Language Arts Standards","CC ELA","6-8","Writing","With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.","6",
"6.W.6","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting.","6",
"6.W.7","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate.","6",
"6.W.8","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources.","6",
"6.W.9","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Draw evidence from literary or informational texts to support analysis, reflection, and research.","6",
"6.W.9.a","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Apply grade 6 Reading standards to literature (e.g., “Compare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories] in terms of their approaches to similar themes and topics”).","6",
"6.W.9.b","Common Core English Language Arts Standards","CC ELA","6-8","Writing","Apply grade 6 Reading standards to literary nonfiction (e.g., “Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not”).","6",
"7.L.1","Common Core English Language Arts Standards","CC ELA","6-8","Language","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","7",
"7.L.1.a","Common Core English Language Arts Standards","CC ELA","6-8","Language","Explain the function of phrases and clauses in general and their function in specific sentences.","7",
"7.L.1.b","Common Core English Language Arts Standards","CC ELA","6-8","Language","Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas.","7",
"7.L.1.c","Common Core English Language Arts Standards","CC ELA","6-8","Language","Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.*","7",
"7.L.2","Common Core English Language Arts Standards","CC ELA","6-8","Language","Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.","7",
"7.L.2.a","Common Core English Language Arts Standards","CC ELA","6-8","Language","Use a comma to separate coordinate adjectives (e.g., It was a fascinating, enjoyable movie but not He wore an old[,] green shirt).","7",
"7.L.2.b","Common Core English Language Arts Standards","CC ELA","6-8","Language","Spell correctly.","7",
"7.L.3","Common Core English Language Arts Standards","CC ELA","6-8","Language","Use knowledge of language and its conventions when writing, speaking, reading, or listening.","7",
"7.L.3.a","Common Core English Language Arts Standards","CC ELA","6-8","Language","Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*","7",
"7.L.4","Common Core English Language Arts Standards","CC ELA","6-8","Language","Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies.","7",
"7.L.4.a","Common Core English Language Arts Standards","CC ELA","6-8","Language","Use context (e.g., the overall meaning of a sentence or paragraph; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase.","7",
"7.L.4.b","Common Core English Language Arts Standards","CC ELA","6-8","Language","Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel).","7",
"7.L.4.c","Common Core English Language Arts Standards","CC ELA","6-8","Language","Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.","7",
"7.L.4.d","Common Core English Language Arts Standards","CC ELA","6-8","Language","Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).","7",
"7.L.5","Common Core English Language Arts Standards","CC ELA","6-8","Language","Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.","7",
"7.L.5.a","Common Core English Language Arts Standards","CC ELA","6-8","Language","Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context.","7",
"7.L.5.b","Common Core English Language Arts Standards","CC ELA","6-8","Language","Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words.","7",
"7.L.5.c","Common Core English Language Arts Standards","CC ELA","6-8","Language","Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending).","7",
"7.L.6","Common Core English Language Arts Standards","CC ELA","6-8","Language","Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.","7",
"7.RI.1","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.","7",
"7.RI.10","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","By the end of the year, read and comprehend literary nonfiction in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.","7",
"7.RI.2","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.","7",
"7.RI.3","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events).","7",
"7.RI.4","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone.","7",
"7.RI.5","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas.","7",
"7.RI.6","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Determine an author’s point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.","7",
"7.RI.7","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium’s portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words).","7",
"7.RI.8","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims.","7",
"7.RI.9","Common Core English Language Arts Standards","CC ELA","6-8","Reading Informational","Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.","7",
"7.RL.1","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.","7",
"7.RL.10","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.","7",
"7.RL.2","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Determine a theme or central idea of a text and analyze its development over the course of the text; provide an objective summary of the text.","7",
"7.RL.3","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Analyze how particular elements of a story or drama interact (e.g., how setting shapes the characters or plot).","7",
"7.RL.4","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds (e.g., alliteration) on a specific verse or stanza of a poem or section of a story or drama.","7",
"7.RL.5","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Analyze how a drama’s or poem’s form or structure (e.g., soliloquy, sonnet) contributes to its meaning.","7",
"7.RL.6","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Analyze how an author develops and contrasts the points of view of different characters or narrators in a text.","7",
"7.RL.7","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film).","7",
"7.RL.8","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","(Not applicable to literature)","7",
"7.RL.9","Common Core English Language Arts Standards","CC ELA","6-8","Reading Literature","Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history.","7",
"7.SL.1","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others’ ideas and expressing their own clearly.","7",
"7.SL.1.a","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.","7",
"7.SL.1.b","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed.","7",
"7.SL.1.c","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Pose questions that elicit elaboration and respond to others’ questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.","7",
"7.SL.1.d","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Acknowledge new information expressed by others and, when warranted, modify their own views.","7",
"7.SL.2","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study.","7",
"7.SL.3","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Delineate a speaker’s argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence.","7",
"7.SL.4","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation.","7",
"7.SL.5","Common Core English Language Arts Standards","CC ELA","6-8","Speaking & Listening","Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.","7",
