"shortcode","framework","category","name","gradeband"
"5.RL.1",3,16,"Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.",13
"5.RL.10",3,16,"By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4–5 text complexity band independently and proficiently.",13
"5.RL.2",3,16,"Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.",13
"5.RL.3",3,16,"Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).",13
"5.RL.4",3,16,"Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.",13
"5.RL.5",3,16,"Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.",13
"5.RL.6",3,16,"Describe how a narrator’s or speaker’s point of view influences how events are described.",13
"5.RL.7",3,16,"Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).",13
"5.RL.8",3,16,"(Not applicable to literature)",13
"5.RL.9",3,16,"Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.",13
"5.SL.1",3,18,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 5 topics and texts, building on others’ ideas and expressing their own clearly.",13
"5.SL.1.a",3,18,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.",13
"5.SL.1.b",3,18,"Follow agreed-upon rules for discussions and carry out assigned roles.",13
"5.SL.1.c",3,18,"Pose and respond to specific questions by making comments that contribute to the discussion and elaborate on the remarks of others.",13
"5.SL.1.d",3,18,"Review the key ideas expressed and draw conclusions in light of information and knowledge gained from the discussions.",13
"5.SL.2",3,18,"Summarize a written text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.",13
"5.SL.3",3,18,"Summarize the points a speaker makes and explain how each claim is supported by reasons and evidence.",13
"5.SL.4",3,18,"Report on a topic or text or present an opinion, sequencing ideas logically and using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.",13
"5.SL.5",3,18,"Include multimedia components (e.g., graphics, sound) and visual displays in presentations when appropriate to enhance the development of main ideas or themes.",13
"5.SL.6",3,18,"Adapt speech to a variety of contexts and tasks, using formal English when appropriate to task and situation.",13
"5.W.1",3,19,"Write opinion pieces on topics or texts, supporting a point of view with reasons and information.",13
"5.W.1.a",3,19,"Introduce a topic or text clearly, state an opinion, and create an organizational structure in which ideas are logically grouped to support the writer’s purpose.",13
"5.W.1.b",3,19,"Provide logically ordered reasons that are supported by facts and details.",13
"5.W.1.c",3,19,"Link opinion and reasons using words, phrases, and clauses (e.g., consequently, specifically).",13
"5.W.1.d",3,19,"Provide a concluding statement or section related to the opinion presented.",13
"5.W.10",3,19,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",13
"5.W.2",3,19,"Write informative/explanatory texts to examine a topic and convey ideas and information clearly.",13
"5.W.2.a",3,19,"Introduce a topic clearly, provide a general observation and focus, and group related information logically; include formatting (e.g., headings), illustrations, and multimedia when useful to aiding comprehension.",13
"5.W.2.b",3,19,"Develop the topic with facts, definitions, concrete details, quotations, or other information and examples related to the topic.",13
"5.W.2.c",3,19,"Link ideas within and across categories of information using words, phrases, and clauses (e.g., in contrast, especially).",13
"5.W.2.d",3,19,"Use precise language and domain-specific vocabulary to inform about or explain the topic.",13
"5.W.2.e",3,19,"Provide a concluding statement or section related to the information or explanation presented.",13
"5.W.3",3,19,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences.",13
"5.W.3.a",3,19,"Orient the reader by establishing a situation and introducing a narrator and/or characters; organize an event sequence that unfolds naturally.",13
"5.W.3.b",3,19,"Use narrative techniques, such as dialogue, description, and pacing, to develop experiences and events or show the responses of characters to situations.",13
"5.W.3.c",3,19,"Use a variety of transitional words, phrases, and clauses to manage the sequence of events.",13
"5.W.3.d",3,19,"Use concrete words and phrases and sensory details to convey experiences and events precisely.",13
"5.W.3.e",3,19,"Provide a conclusion that follows from the narrated experiences or events.",13
"5.W.4",3,19,"Produce clear and coherent writing in which the development and organization are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)",13
"5.W.5",3,19,"With guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.",13
"5.W.6",3,19,"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting.",13
"5.W.7",3,19,"Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.",13
"5.W.8",3,19,"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources.",13
"5.W.9",3,19,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",13
"5.W.9.a",3,19,"Apply grade 5 Reading standards to literature (e.g., “Compare and contrast two or more characters, settings, or events in a story or a drama, drawing on specific details in the text [e.g., how characters interact]”).",13
"5.W.9.b",3,19,"Apply grade 5 Reading standards to informational texts (e.g., “Explain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point[s]”).",13
"6.L.1",3,12,"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.",14
"6.L.2",3,12,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",14
"6.L.3",3,12,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",14
"6.L.4",3,12,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 6 reading and content, choosing flexibly from a range of strategies.",14
"6.L.5",3,12,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",14
"6.L.6",3,12,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.",14
"6.RI.1",3,15,"Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.",14
"6.RI.10",3,15,"By the end of the year, read and comprehend literary nonfiction in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",14
"6.RI.2",3,15,"Determine a central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.",14
"6.RI.3",3,15,"Analyze in detail how a key individual, event, or idea is introduced, illustrated, and elaborated in a text (e.g., through examples or anecdotes).",14
"6.RI.4",3,15,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings.",14
"6.RI.5",3,15,"Analyze how a particular sentence, paragraph, chapter, or section fits into the overall structure of a text and contributes to the development of the ideas.",14
"6.RI.6",3,15,"Determine an author’s point of view or purpose in a text and explain how it is conveyed in the text.",14
"6.RI.7",3,15,"Integrate information presented in different media or formats (e.g., visually, quantitatively) as well as in words to develop a coherent understanding of a topic or issue.",14
"6.RI.8",3,15,"Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not.",14
"6.RI.9",3,15,"Compare and contrast one author’s presentation of events with that of another (e.g., a memoir written by and a biography on the same person).",14
"6.RL.1",3,16,"Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.",14
"6.RL.10",3,16,"By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",14
"6.RL.2",3,16,"Determine a theme or central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.",14
"6.RL.3",3,16,"Describe how a particular story’s or drama’s plot unfolds in a series of episodes as well as how the characters respond or change as the plot moves toward a resolution.",14
"6.RL.4",3,16,"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of a specific word choice on meaning and tone.",14
"6.RL.5",3,16,"Analyze how a particular sentence, chapter, scene, or stanza fits into the overall structure of a text and contributes to the development of the theme, setting, or plot.",14
"6.RL.6",3,16,"Explain how an author develops the point of view of the narrator or speaker in a text.",14
"6.RL.7",3,16,"Compare and contrast the experience of reading a story, drama, or poem to listening to or viewing an audio, video, or live version of the text, including contrasting what they “see” and “hear” when reading the text to what they perceive when they listen or watch.",14
"6.RL.8",3,16,"(Not applicable to literature)",14
"6.RL.9",3,16,"Compare and contrast texts in different forms or genres (e.g., stories and poems; historical novels and fantasy stories) in terms of their approaches to similar themes and topics.",14
"6.SL.1",3,18,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 6 topics, texts, and issues, building on others’ ideas and expressing their own clearly.",14
"6.SL.1.a",3,18,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.",14
"6.SL.1.b",3,18,"Follow rules for collegial discussions, set specific goals and deadlines, and define individual roles as needed.",14
"6.SL.1.c",3,18,"Pose and respond to specific questions with elaboration and detail by making comments that contribute to the topic, text, or issue under discussion.",14
"6.SL.1.d",3,18,"Review the key ideas expressed and demonstrate understanding of multiple perspectives through reflection and paraphrasing.",14
"6.SL.2",3,18,"Interpret information presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how it contributes to a topic, text, or issue under study.",14
"6.SL.3",3,18,"Delineate a speaker’s argument and specific claims, distinguishing claims that are supported by reasons and evidence from claims that are not.",14
"6.SL.4",3,18,"Present claims and findings, sequencing ideas logically and using pertinent descriptions, facts, and details to accentuate main ideas or themes; use appropriate eye contact, adequate volume, and clear pronunciation.",14
"6.SL.5",3,18,"Include multimedia components (e.g., graphics, images, music, sound) and visual displays in presentations to clarify information.",14
"6.SL.6",3,18,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate.",14
"6.W.1",3,19,"Write arguments to support claims with clear reasons and relevant evidence.",14
"6.W.1.a",3,19,"Introduce claim(s) and organize the reasons and evidence clearly.",14
"6.W.1.b",3,19,"Support claim(s) with clear reasons and relevant evidence, using credible sources and demonstrating an understanding of the topic or text.",14
"6.W.1.c",3,19,"Use words, phrases, and clauses to clarify the relationships among claim(s) and reasons.",14
"6.W.1.d",3,19,"Establish and maintain a formal style.",14
"6.W.1.e",3,19,"Provide a concluding statement or section that follows from the argument presented.",14
"6.W.10",3,19,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and",14
"6.W.2",3,19,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.",14
"6.W.2.a",3,19,"Introduce a topic; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",14
"6.W.2.b",3,19,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.",14
"6.W.2.c",3,19,"Use appropriate transitions to clarify the relationships among ideas and concepts.",14
"6.W.2.d",3,19,"Use precise language and domain-specific vocabulary to inform about or explain the topic.",14
"6.W.2.e",3,19,"Establish and maintain a formal style.",14
"6.W.2.f",3,19,"Provide a concluding statement or section that follows from the information or explanation presented.",14
"6.W.3",3,19,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.",14
"6.W.3.a",3,19,"Engage and orient the reader by establishing a context and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.",14
"6.W.3.b",3,19,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.",14
"6.W.3.c",3,19,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.",14
"6.W.3.d",3,19,"Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events.",14
"6.W.3.e",3,19,"Provide a conclusion that follows from the narrated experiences or events.",14
"6.W.4",3,19,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)",14
"6.W.5",3,19,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach.",14
"6.W.6",3,19,"Use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of three pages in a single sitting.",14
"6.W.7",3,19,"Conduct short research projects to answer a question, drawing on several sources and refocusing the inquiry when appropriate.",14
"6.W.8",3,19,"Gather relevant information from multiple print and digital sources; assess the credibility of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and providing basic bibliographic information for sources.",14
"6.W.9",3,19,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",14
"6.W.9.a",3,19,"Apply grade 6 Reading standards to literature (e.g., “Compare and contrast texts in different forms or genres [e.g., stories and poems; historical novels and fantasy stories] in terms of their approaches to similar themes and topics”).",14
"6.W.9.b",3,19,"Apply grade 6 Reading standards to literary nonfiction (e.g., “Trace and evaluate the argument and specific claims in a text, distinguishing claims that are supported by reasons and evidence from claims that are not”).",14
"6-8.RH.1",3,14,"Cite specific textual evidence to support analysis of primary and secondary sources.",17
"6-8.RH.10",3,14,"By the end of grade 8, read and comprehend history/social studies texts in the grades 6–8 text complexity band independently and proficiently.",17
"6-8.RH.2",3,14,"Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.",17
"6-8.RH.3",3,14,"Identify key steps in a text’s description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered).",17
"6-8.RH.4",3,14,"Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies.",17
"6-8.RH.5",3,14,"Describe how a text presents information (e.g., sequentially, comparatively, causally).",17
"6-8.RH.6",3,14,"Identify aspects of a text that reveal an author’s point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts).",17
"6-8.RH.7",3,14,"Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts.",17
"6-8.RH.8",3,14,"Distinguish among fact, opinion, and reasoned judgment in a text.",17
"6-8.RH.9",3,14,"Analyze the relationship between a primary and secondary source on the same topic.",17
"6-8.RST.1",3,17,"Cite specific textual evidence to support analysis of science and technical texts.",17
"6-8.RST.10",3,17,"By the end of grade 8, read and comprehend science/technical texts in the grades 6–8 text complexity band independently and proficiently.",17
"6-8.RST.2",3,17,"Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.",17
"6-8.RST.3",3,17,"Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks.",17
"6-8.RST.4",3,17,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6–8 texts and topics.",17
"6-8.RST.5",3,17,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic.",17
"6-8.RST.6",3,17,"Analyze the author’s purpose in providing an explanation, describing a procedure, or discussing an experiment in a text.",17
"6-8.RST.7",3,17,"Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).",17
"6-8.RST.8",3,17,"Distinguish among facts, reasoned judgment based on research findings, and speculation in a text.",17
"6-8.RST.9",3,17,"Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.",17
"6-8.WHST.1",3,20,"Write arguments focused on discipline-specific content.",17
"6-8.WHST.1.a",3,20,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",17
"6-8.WHST.1.b",3,20,"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.",17
"6-8.WHST.1.c",3,20,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",17
"6-8.WHST.1.d",3,20,"Establish and maintain a formal style.",17
"6-8.WHST.1.e",3,20,"Provide a concluding statement or section that follows from and supports the argument presented.",17
"6-8.WHST.10",3,20,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",17
"6-8.WHST.2",3,20,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.",17
"6-8.WHST.2.a",3,20,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",17
"6-8.WHST.2.b",3,20,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",17
"6-8.WHST.2.c",3,20,"Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.",17
"6-8.WHST.2.d",3,20,"Use precise language and domain-specific vocabulary to inform about or explain the topic.",17
"6-8.WHST.2.e",3,20,"Establish and maintain a formal style and objective tone.",17
"6-8.WHST.2.f",3,20,"Provide a concluding statement or section that follows from and supports the information or explanation presented.",17
"6-8.WHST.3",3,20,"(See note; not applicable as a separate requirement)",17
"6-8.WHST.4",3,20,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",17
"6-8.WHST.5",3,20,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",17
"6-8.WHST.6",3,20,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently.",17
"6-8.WHST.7",3,20,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",17
"6-8.WHST.8",3,20,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",17
"6-8.WHST.9",3,20,"Draw evidence from informational texts to support analysis reflection, and research.",17
"7.L.1",3,12,"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.",15
"7.L.1.a",3,12,"Explain the function of phrases and clauses in general and their function in specific sentences.",15
"7.L.1.b",3,12,"Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas.",15
"7.L.1.c",3,12,"Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.*",15
"7.L.2",3,12,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",15
"7.L.2.a",3,12,"Use a comma to separate coordinate adjectives (e.g., It was a fascinating, enjoyable movie but not He wore an old[,] green shirt).",15
"7.L.2.b",3,12,"Spell correctly.",15
"7.L.3",3,12,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",15
"7.L.3.a",3,12,"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*",15
"7.L.4",3,12,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies.",15
"7.L.4.a",3,12,"Use context (e.g., the overall meaning of a sentence or paragraph; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase.",15
"7.L.4.b",3,12,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel).",15
"7.L.4.c",3,12,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.",15
"7.L.4.d",3,12,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",15
"7.L.5",3,12,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",15
"7.L.5.a",3,12,"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context.",15
"7.L.5.b",3,12,"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words.",15
"7.L.5.c",3,12,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending).",15
"7.L.6",3,12,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.",15
"7.RI.1",3,15,"Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.",15
"7.RI.10",3,15,"By the end of the year, read and comprehend literary nonfiction in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",15
"7.RI.2",3,15,"Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.",15
"7.RI.3",3,15,"Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events).",15
"7.RI.4",3,15,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone.",15
"7.RI.5",3,15,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas.",15
"7.RI.6",3,15,"Determine an author’s point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.",15
"7.RI.7",3,15,"Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium’s portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words).",15
"7.RI.8",3,15,"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims.",15
"7.RI.9",3,15,"Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.",15
"7.RL.1",3,16,"Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.",15
"7.RL.10",3,16,"By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",15
"7.RL.2",3,16,"Determine a theme or central idea of a text and analyze its development over the course of the text; provide an objective summary of the text.",15
"7.RL.3",3,16,"Analyze how particular elements of a story or drama interact (e.g., how setting shapes the characters or plot).",15
"7.RL.4",3,16,"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds (e.g., alliteration) on a specific verse or stanza of a poem or section of a story or drama.",15
"7.RL.5",3,16,"Analyze how a drama’s or poem’s form or structure (e.g., soliloquy, sonnet) contributes to its meaning.",15
"7.RL.6",3,16,"Analyze how an author develops and contrasts the points of view of different characters or narrators in a text.",15
"7.RL.7",3,16,"Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film).",15
"7.RL.8",3,16,"(Not applicable to literature)",15
"7.RL.9",3,16,"Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history.",15
"7.SL.1",3,18,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others’ ideas and expressing their own clearly.",15
"7.SL.1.a",3,18,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.",15
"7.SL.1.b",3,18,"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed.",15
"7.SL.1.c",3,18,"Pose questions that elicit elaboration and respond to others’ questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.",15
"7.SL.1.d",3,18,"Acknowledge new information expressed by others and, when warranted, modify their own views.",15
"7.SL.2",3,18,"Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study.",15
"7.SL.3",3,18,"Delineate a speaker’s argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence.",15
"7.SL.4",3,18,"Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation.",15
"7.SL.5",3,18,"Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.",15
"7.SL.6",3,18,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate.",15
"7.W.1",3,19,"Write arguments to support claims with clear reasons and relevant evidence.",15
"7.W.1.a",3,19,"Introduce claim(s), acknowledge alternate or opposing claims, and organize the reasons and evidence logically.",15
"7.W.1.b",3,19,"Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text.",15
"7.W.1.c",3,19,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), reasons, and evidence.",15
"7.W.1.d",3,19,"Establish and maintain a formal style.",15
"7.W.1.e",3,19,"Provide a concluding statement or section that follows from and supports the argument presented.",15
"7.W.10",3,19,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",15
"7.W.2",3,19,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.",15
"7.W.2.a",3,19,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",15
"7.W.2.b",3,19,"Develop the topic with relevant facts, definitions, concrete details, quotations, or other information and examples.",15
"7.W.2.c",3,19,"Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.",15
"7.W.2.d",3,19,"Use precise language and domain-specific vocabulary to inform about or explain the topic.",15
"7.W.2.e",3,19,"Establish and maintain a formal style.",15
"7.W.2.f",3,19,"Provide a concluding statement or section that follows from and supports the information or explanation presented.",15
"7.W.3",3,19,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.",15
"7.W.3.a",3,19,"Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.",15
"7.W.3.b",3,19,"Use narrative techniques, such as dialogue, pacing, and description, to develop experiences, events, and/or characters.",15
"7.W.3.c",3,19,"Use a variety of transition words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another.",15
"7.W.3.d",3,19,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.",15
"7.W.3.e",3,19,"Provide a conclusion that follows from and reflects on the narrated experiences or events.",15
"7.W.4",3,19,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)",15
"7.W.5",3,19,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",15
"7.W.6",3,19,"Use technology, including the Internet, to produce and publish writing and link to and cite sources as well as to interact and collaborate with others, including linking to and citing sources.",15
"7.W.7",3,19,"Conduct short research projects to answer a question, drawing on several sources and generating additional related, focused questions for further research and investigation.",15
"7.W.8",3,19,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",15
"7.W.9",3,19,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",15
"7.W.9.a",3,19,"Apply grade 7 Reading standards to literature (e.g., “Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history”).",15
"7.W.9.b",3,19,"Apply grade 7 Reading standards to literary nonfiction (e.g. “Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims”).",15
"8.L.1",3,12,"Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.",16
"8.L.1.a",3,12,"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences.",16
"8.L.1.b",3,12,"Form and use verbs in the active and passive voice.",16
"8.L.1.c",3,12,"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood.",16
"8.L.1.d",3,12,"Recognize and correct inappropriate shifts in verb voice and mood.*",16
